id,concatted,vendor,product_name,units,brand,detail_url,sku,upc
273,Vendor_A~Product_261,Galleria,Product_246,430ml,Generic Brand,http://example.com/product_273,51247,7601711
274,Vendor_B~Product_474,Galleria,Product_323,278ml,Monster,http://example.com/product_274,65395,1280720
275,Vendor_C~Product_9,Loblaws,Product_442,416ml,Premium Brand,http://example.com/product_275,91621,9799116
276,Vendor_C~Product_287,Metro,Product_344,287ml,Premium Brand,http://example.com/product_276,92755,1243736
277,Vendor_A~Product_490,Voila,Product_322,445ml,Premium Brand,http://example.com/product_277,55227,7879544
278,Vendor_B~Product_67,Walmart,Product_429,425ml,Generic Brand,http://example.com/product_278,18977,7752026
279,Vendor_A~Product_425,Loblaws,Product_67,370ml,Premium Brand,http://example.com/product_279,73764,2106208
280,Vendor_B~Product_32,Metro,Product_400,239ml,Generic Brand,http://example.com/product_280,48858,8627440
281,Vendor_B~Product_309,Save On Foods,Product_478,443ml,Generic Brand,http://example.com/product_281,59487,7992156
282,Vendor_B~Product_23,Metro,Product_149,233ml,Monster,http://example.com/product_282,30243,6313669
283,Vendor_E~Product_82,No Frills,Product_201,346ml,Monster,http://example.com/product_283,37962,7473478
284,Vendor_D~Product_470,Voila,Product_496,245ml,Generic Brand,http://example.com/product_284,96934,4316128
285,Vendor_D~Product_314,Metro,Product_426,369ml,Monster,http://example.com/product_285,63089,3992153
286,Vendor_E~Product_407,No Frills,Product_90,202ml,Monster,http://example.com/product_286,38369,8835372
287,Vendor_D~Product_115,Metro,Product_209,329ml,Monster,http://example.com/product_287,41421,7097585
288,Vendor_A~Product_281,Galleria,Product_302,237ml,Monster,http://example.com/product_288,43772,7257221
289,Vendor_B~Product_294,Galleria,Product_489,380ml,Generic Brand,http://example.com/product_289,87129,1391988
290,Vendor_A~Product_30,Galleria,Product_291,326ml,Premium Brand,http://example.com/product_290,98653,5543966
291,Vendor_B~Product_166,Voila,Product_36,403ml,Generic Brand,http://example.com/product_291,48442,2433956
292,Vendor_C~Product_488,Metro,Product_65,229ml,Premium Brand,http://example.com/product_292,45228,7156897
293,Vendor_B~Product_132,Loblaws,Product_497,468ml,Monster,http://example.com/product_293,52126,3869447
294,Vendor_C~Product_209,No Frills,Product_358,274ml,Monster,http://example.com/product_294,92918,4493191
295,Vendor_A~Product_372,Loblaws,Product_202,412ml,Generic Brand,http://example.com/product_295,31984,6672751
296,Vendor_D~Product_70,Voila,Product_359,465ml,Monster,http://example.com/product_296,53296,8698852
297,Vendor_B~Product_154,Metro,Product_215,343ml,Premium Brand,http://example.com/product_297,21452,7689889
298,Vendor_C~Product_39,Metro,Product_282,436ml,Premium Brand,http://example.com/product_298,67640,1635839
299,Vendor_E~Product_352,Galleria,Product_208,380ml,Generic Brand,http://example.com/product_299,40692,5118144
300,Vendor_E~Product_411,Voila,Product_242,256ml,Monster,http://example.com/product_300,87845,3152797
301,Vendor_C~Product_126,Save On Foods,Product_253,206ml,Generic Brand,http://example.com/product_301,65909,4734222
302,Vendor_B~Product_231,Loblaws,Product_94,362ml,Premium Brand,http://example.com/product_302,52739,3366808
303,Vendor_E~Product_446,Galleria,Product_21,293ml,Premium Brand,http://example.com/product_303,51982,2386127
304,Vendor_D~Product_331,Metro,Product_420,279ml,Generic Brand,http://example.com/product_304,96174,4813615
305,Vendor_B~Product_149,No Frills,Product_281,273ml,Monster,http://example.com/product_305,25212,1402754
306,Vendor_A~Product_353,Walmart,Product_343,264ml,Generic Brand,http://example.com/product_306,27362,9836825
307,Vendor_D~Product_115,Loblaws,Product_183,427ml,Monster,http://example.com/product_307,74302,5542681
308,Vendor_A~Product_328,No Frills,Product_332,259ml,Premium Brand,http://example.com/product_308,90051,7383356
309,Vendor_D~Product_17,No Frills,Product_55,259ml,Premium Brand,http://example.com/product_309,98920,3522748
310,Vendor_E~Product_380,Galleria,Product_256,352ml,Monster,http://example.com/product_310,55546,7439702
311,Vendor_D~Product_350,Walmart,Product_7,329ml,Generic Brand,http://example.com/product_311,81968,7585156
312,Vendor_B~Product_334,Loblaws,Product_21,492ml,Premium Brand,http://example.com/product_312,58394,8896428
313,Vendor_B~Product_408,Save On Foods,Product_89,314ml,Monster,http://example.com/product_313,53792,2216331
314,Vendor_D~Product_135,No Frills,Product_152,445ml,Premium Brand,http://example.com/product_314,76279,2315911
315,Vendor_C~Product_195,Walmart,Product_57,437ml,Generic Brand,http://example.com/product_315,89199,3193616
316,Vendor_E~Product_417,Galleria,Product_91,270ml,Monster,http://example.com/product_316,85520,9432254
317,Vendor_B~Product_216,Voila,Product_367,233ml,Monster,http://example.com/product_317,23719,9949502
318,Vendor_C~Product_207,Voila,Product_51,389ml,Premium Brand,http://example.com/product_318,37262,1292072
319,Vendor_C~Product_475,Walmart,Product_38,437ml,Monster,http://example.com/product_319,61282,2886061
320,Vendor_C~Product_280,Galleria,Product_307,491ml,Monster,http://example.com/product_320,13561,5743158
321,Vendor_A~Product_87,Walmart,Product_498,247ml,Generic Brand,http://example.com/product_321,43550,6059227
322,Vendor_A~Product_377,No Frills,Product_476,387ml,Premium Brand,http://example.com/product_322,50038,4043759
323,Vendor_C~Product_46,No Frills,Product_443,296ml,Generic Brand,http://example.com/product_323,53612,3663433
324,Vendor_D~Product_27,Voila,Product_274,420ml,Premium Brand,http://example.com/product_324,84880,4478346
325,Vendor_D~Product_396,Voila,Product_398,219ml,Generic Brand,http://example.com/product_325,92201,5992330
326,Vendor_E~Product_49,No Frills,Product_230,214ml,Monster,http://example.com/product_326,53977,9408020
327,Vendor_B~Product_136,No Frills,Product_373,466ml,Monster,http://example.com/product_327,47418,9245959
328,Vendor_B~Product_225,Metro,Product_474,266ml,Monster,http://example.com/product_328,46522,6853819
329,Vendor_D~Product_342,No Frills,Product_102,324ml,Premium Brand,http://example.com/product_329,46766,7820060
330,Vendor_B~Product_98,Loblaws,Product_176,223ml,Premium Brand,http://example.com/product_330,53701,2038373
331,Vendor_A~Product_389,Galleria,Product_299,488ml,Premium Brand,http://example.com/product_331,83869,5088851
332,Vendor_D~Product_378,Walmart,Product_305,376ml,Generic Brand,http://example.com/product_332,46427,2129743
333,Vendor_C~Product_77,Save On Foods,Product_168,311ml,Monster,http://example.com/product_333,47950,6569855
334,Vendor_A~Product_211,Galleria,Product_285,294ml,Premium Brand,http://example.com/product_334,42351,5551711
335,Vendor_E~Product_95,No Frills,Product_151,386ml,Premium Brand,http://example.com/product_335,32397,7655216
336,Vendor_C~Product_410,Metro,Product_249,269ml,Generic Brand,http://example.com/product_336,83449,2733842
337,Vendor_D~Product_20,Galleria,Product_327,366ml,Monster,http://example.com/product_337,20891,1096995
338,Vendor_B~Product_157,No Frills,Product_388,348ml,Premium Brand,http://example.com/product_338,76643,3751992
339,Vendor_E~Product_184,Galleria,Product_460,288ml,Generic Brand,http://example.com/product_339,49943,9822655
340,Vendor_E~Product_246,Walmart,Product_493,437ml,Monster,http://example.com/product_340,38699,8592238
341,Vendor_B~Product_137,Loblaws,Product_444,460ml,Monster,http://example.com/product_341,58451,2978617
342,Vendor_B~Product_208,Voila,Product_210,294ml,Monster,http://example.com/product_342,92162,9793124
343,Vendor_B~Product_213,Voila,Product_154,247ml,Monster,http://example.com/product_343,93884,6633718
344,Vendor_A~Product_225,No Frills,Product_401,209ml,Generic Brand,http://example.com/product_344,16338,5893961
345,Vendor_C~Product_255,Metro,Product_444,470ml,Premium Brand,http://example.com/product_345,24400,7517501
346,Vendor_D~Product_49,Voila,Product_158,447ml,Premium Brand,http://example.com/product_346,75062,9376705
347,Vendor_C~Product_434,Walmart,Product_161,420ml,Premium Brand,http://example.com/product_347,17077,9525377
348,Vendor_C~Product_42,Voila,Product_166,250ml,Monster,http://example.com/product_348,10882,1037625
349,Vendor_C~Product_457,No Frills,Product_162,220ml,Generic Brand,http://example.com/product_349,27721,6768336
350,Vendor_D~Product_139,Loblaws,Product_426,203ml,Monster,http://example.com/product_350,55005,8858193
351,Vendor_D~Product_65,Metro,Product_122,246ml,Premium Brand,http://example.com/product_351,93033,1422964
352,Vendor_C~Product_354,Voila,Product_306,316ml,Premium Brand,http://example.com/product_352,26212,3674777
353,Vendor_D~Product_203,Loblaws,Product_97,464ml,Generic Brand,http://example.com/product_353,75418,1847768
354,Vendor_B~Product_473,Loblaws,Product_370,252ml,Generic Brand,http://example.com/product_354,53277,8441914
355,Vendor_C~Product_113,Loblaws,Product_472,296ml,Premium Brand,http://example.com/product_355,26912,1663330
356,Vendor_D~Product_318,Galleria,Product_248,207ml,Premium Brand,http://example.com/product_356,63878,6936704
357,Vendor_B~Product_462,Metro,Product_162,234ml,Premium Brand,http://example.com/product_357,16446,7675542
358,Vendor_A~Product_242,No Frills,Product_469,227ml,Monster,http://example.com/product_358,46413,5944080
359,Vendor_C~Product_223,Loblaws,Product_426,295ml,Monster,http://example.com/product_359,77264,7837999
360,Vendor_D~Product_14,Save On Foods,Product_331,314ml,Premium Brand,http://example.com/product_360,36960,5742310
361,Vendor_A~Product_468,No Frills,Product_414,364ml,Premium Brand,http://example.com/product_361,71467,9135719
362,Vendor_A~Product_232,Galleria,Product_392,423ml,Generic Brand,http://example.com/product_362,19351,8926057
363,Vendor_D~Product_344,Galleria,Product_477,303ml,Generic Brand,http://example.com/product_363,82970,6577490
364,Vendor_D~Product_37,Voila,Product_226,215ml,Premium Brand,http://example.com/product_364,78120,3912495
365,Vendor_E~Product_361,Loblaws,Product_444,229ml,Generic Brand,http://example.com/product_365,23344,3634034
366,Vendor_A~Product_93,Save On Foods,Product_183,436ml,Premium Brand,http://example.com/product_366,53015,6213427
367,Vendor_D~Product_138,Metro,Product_373,480ml,Monster,http://example.com/product_367,65893,2692194
368,Vendor_E~Product_49,Walmart,Product_334,444ml,Premium Brand,http://example.com/product_368,42054,5832436
369,Vendor_C~Product_52,Walmart,Product_132,439ml,Premium Brand,http://example.com/product_369,72003,5043417
370,Vendor_B~Product_455,Galleria,Product_249,218ml,Monster,http://example.com/product_370,93932,8881707
371,Vendor_E~Product_150,Voila,Product_26,479ml,Monster,http://example.com/product_371,87887,5306883
372,Vendor_D~Product_172,Voila,Product_434,429ml,Premium Brand,http://example.com/product_372,57908,2365888
373,Vendor_D~Product_255,Loblaws,Product_108,256ml,Generic Brand,http://example.com/product_373,48434,3276514
374,Vendor_A~Product_480,Voila,Product_164,218ml,Premium Brand,http://example.com/product_374,53668,2733636
375,Vendor_C~Product_267,Walmart,Product_125,213ml,Premium Brand,http://example.com/product_375,82740,4438292
376,Vendor_C~Product_274,Walmart,Product_337,377ml,Premium Brand,http://example.com/product_376,73946,2765207
377,Vendor_C~Product_127,Loblaws,Product_10,438ml,Monster,http://example.com/product_377,97693,3401439
378,Vendor_E~Product_140,Save On Foods,Product_435,339ml,Premium Brand,http://example.com/product_378,96795,9871088
379,Vendor_B~Product_199,Loblaws,Product_122,320ml,Premium Brand,http://example.com/product_379,92309,2358632
380,Vendor_E~Product_387,Metro,Product_253,499ml,Premium Brand,http://example.com/product_380,30832,5947724
381,Vendor_B~Product_443,Loblaws,Product_314,435ml,Monster,http://example.com/product_381,69543,1275411
382,Vendor_A~Product_174,No Frills,Product_65,329ml,Premium Brand,http://example.com/product_382,18446,4159309
383,Vendor_D~Product_338,Loblaws,Product_398,282ml,Monster,http://example.com/product_383,47604,4981672
384,Vendor_B~Product_191,Walmart,Product_197,309ml,Generic Brand,http://example.com/product_384,53974,7858571
385,Vendor_B~Product_368,Voila,Product_333,450ml,Premium Brand,http://example.com/product_385,80662,5150342
386,Vendor_C~Product_305,Voila,Product_79,228ml,Monster,http://example.com/product_386,49273,2340938
387,Vendor_E~Product_326,Metro,Product_436,432ml,Generic Brand,http://example.com/product_387,97604,4008233
388,Vendor_A~Product_30,No Frills,Product_476,410ml,Generic Brand,http://example.com/product_388,77888,2964088
389,Vendor_C~Product_198,Walmart,Product_230,455ml,Generic Brand,http://example.com/product_389,29616,5516788
390,Vendor_C~Product_292,No Frills,Product_444,280ml,Monster,http://example.com/product_390,14371,4357158
391,Vendor_B~Product_181,No Frills,Product_340,338ml,Generic Brand,http://example.com/product_391,74441,4568090
392,Vendor_E~Product_157,Loblaws,Product_361,231ml,Premium Brand,http://example.com/product_392,61704,6309338
393,Vendor_A~Product_293,Walmart,Product_148,303ml,Premium Brand,http://example.com/product_393,46669,7248458
394,Vendor_D~Product_189,Voila,Product_199,278ml,Premium Brand,http://example.com/product_394,76073,8958481
395,Vendor_D~Product_366,No Frills,Product_373,278ml,Monster,http://example.com/product_395,92564,3727313
396,Vendor_A~Product_426,Walmart,Product_288,271ml,Premium Brand,http://example.com/product_396,80194,9374151
397,Vendor_C~Product_488,Loblaws,Product_172,353ml,Generic Brand,http://example.com/product_397,96177,8484282
398,Vendor_D~Product_182,Voila,Product_21,312ml,Premium Brand,http://example.com/product_398,44590,6050636
399,Vendor_D~Product_426,Loblaws,Product_184,384ml,Generic Brand,http://example.com/product_399,15028,2971135
400,Vendor_A~Product_183,Voila,Product_416,430ml,Generic Brand,http://example.com/product_400,24644,1555177
401,Vendor_E~Product_446,Loblaws,Product_499,473ml,Premium Brand,http://example.com/product_401,11151,5854112
402,Vendor_C~Product_46,Walmart,Product_306,441ml,Monster,http://example.com/product_402,80866,7854637
403,Vendor_D~Product_413,Galleria,Product_364,347ml,Premium Brand,http://example.com/product_403,24096,8150267
404,Vendor_B~Product_495,No Frills,Product_423,441ml,Generic Brand,http://example.com/product_404,10006,3035401
405,Vendor_C~Product_51,Walmart,Product_36,373ml,Premium Brand,http://example.com/product_405,56847,5858678
406,Vendor_B~Product_32,Save On Foods,Product_299,394ml,Generic Brand,http://example.com/product_406,24765,7469088
407,Vendor_C~Product_385,Loblaws,Product_478,201ml,Premium Brand,http://example.com/product_407,15059,3905408
408,Vendor_C~Product_162,Galleria,Product_34,358ml,Generic Brand,http://example.com/product_408,94057,4917441
409,Vendor_A~Product_207,Walmart,Product_355,224ml,Monster,http://example.com/product_409,33232,8456230
410,Vendor_E~Product_266,Walmart,Product_99,483ml,Generic Brand,http://example.com/product_410,87001,5380410
411,Vendor_D~Product_325,Voila,Product_5,450ml,Monster,http://example.com/product_411,85041,8466886
412,Vendor_D~Product_261,Loblaws,Product_293,292ml,Premium Brand,http://example.com/product_412,66166,8820595
413,Vendor_E~Product_183,No Frills,Product_303,328ml,Generic Brand,http://example.com/product_413,29609,6421674
414,Vendor_C~Product_465,Loblaws,Product_4,486ml,Generic Brand,http://example.com/product_414,51593,3394639
415,Vendor_B~Product_241,Voila,Product_226,288ml,Generic Brand,http://example.com/product_415,53889,4544066
416,Vendor_D~Product_122,Save On Foods,Product_18,303ml,Generic Brand,http://example.com/product_416,30413,4420937
417,Vendor_E~Product_114,Voila,Product_166,261ml,Monster,http://example.com/product_417,56973,8139704
418,Vendor_B~Product_130,Galleria,Product_291,205ml,Premium Brand,http://example.com/product_418,46494,5782966
419,Vendor_C~Product_411,Save On Foods,Product_374,454ml,Generic Brand,http://example.com/product_419,25742,3451510
420,Vendor_C~Product_255,Save On Foods,Product_221,255ml,Monster,http://example.com/product_420,35676,5685676
421,Vendor_A~Product_318,No Frills,Product_87,219ml,Monster,http://example.com/product_421,72083,1980127
422,Vendor_C~Product_139,Loblaws,Product_458,249ml,Monster,http://example.com/product_422,50836,8697442
423,Vendor_B~Product_320,Metro,Product_466,401ml,Monster,http://example.com/product_423,76041,7784819
424,Vendor_C~Product_101,No Frills,Product_106,204ml,Monster,http://example.com/product_424,17185,5819959
425,Vendor_C~Product_81,Galleria,Product_322,276ml,Monster,http://example.com/product_425,20278,3156463
426,Vendor_A~Product_447,Voila,Product_55,464ml,Premium Brand,http://example.com/product_426,80869,7082820
427,Vendor_B~Product_238,Voila,Product_226,373ml,Generic Brand,http://example.com/product_427,75517,4577747
428,Vendor_B~Product_99,No Frills,Product_97,292ml,Generic Brand,http://example.com/product_428,22057,3511300
429,Vendor_B~Product_426,Galleria,Product_200,423ml,Generic Brand,http://example.com/product_429,83107,7877704
430,Vendor_D~Product_397,Voila,Product_86,446ml,Premium Brand,http://example.com/product_430,92708,9528656
431,Vendor_A~Product_448,Metro,Product_82,275ml,Monster,http://example.com/product_431,39746,6993677
432,Vendor_E~Product_185,Voila,Product_100,323ml,Premium Brand,http://example.com/product_432,24640,1063753
433,Vendor_E~Product_350,Walmart,Product_6,293ml,Monster,http://example.com/product_433,27786,6137424
434,Vendor_C~Product_287,Metro,Product_182,304ml,Generic Brand,http://example.com/product_434,86073,7570395
435,Vendor_C~Product_51,Loblaws,Product_169,209ml,Generic Brand,http://example.com/product_435,99961,6182879
436,Vendor_E~Product_226,Walmart,Product_127,416ml,Generic Brand,http://example.com/product_436,20557,9993363
437,Vendor_A~Product_380,Walmart,Product_77,453ml,Monster,http://example.com/product_437,49354,3786245
438,Vendor_D~Product_17,Galleria,Product_247,401ml,Monster,http://example.com/product_438,76634,9473506
439,Vendor_B~Product_457,Galleria,Product_398,248ml,Monster,http://example.com/product_439,18562,6697652
440,Vendor_E~Product_115,No Frills,Product_217,231ml,Monster,http://example.com/product_440,65327,8294185
441,Vendor_D~Product_434,Galleria,Product_248,324ml,Generic Brand,http://example.com/product_441,92022,5865606
442,Vendor_E~Product_329,Save On Foods,Product_333,237ml,Monster,http://example.com/product_442,41145,1185450
443,Vendor_A~Product_318,Galleria,Product_487,362ml,Generic Brand,http://example.com/product_443,83467,8412177
444,Vendor_B~Product_122,Loblaws,Product_228,455ml,Generic Brand,http://example.com/product_444,13356,2954314
445,Vendor_C~Product_187,No Frills,Product_265,366ml,Premium Brand,http://example.com/product_445,55567,4749401
446,Vendor_A~Product_186,Loblaws,Product_214,331ml,Premium Brand,http://example.com/product_446,20767,7416850
447,Vendor_A~Product_86,Loblaws,Product_105,427ml,Premium Brand,http://example.com/product_447,46316,6060639
448,Vendor_C~Product_494,Galleria,Product_418,372ml,Monster,http://example.com/product_448,40457,7299097
449,Vendor_B~Product_431,Save On Foods,Product_76,326ml,Monster,http://example.com/product_449,26966,9776678
450,Vendor_D~Product_32,Walmart,Product_297,424ml,Monster,http://example.com/product_450,60133,2524800
451,Vendor_E~Product_102,Save On Foods,Product_137,367ml,Premium Brand,http://example.com/product_451,24331,6877126
452,Vendor_C~Product_104,Metro,Product_82,258ml,Monster,http://example.com/product_452,60202,2237636
453,Vendor_D~Product_124,Voila,Product_415,373ml,Generic Brand,http://example.com/product_453,84130,6975901
454,Vendor_E~Product_500,No Frills,Product_393,236ml,Generic Brand,http://example.com/product_454,30744,4859622
455,Vendor_C~Product_450,Save On Foods,Product_104,426ml,Generic Brand,http://example.com/product_455,25678,5455432
456,Vendor_A~Product_129,Galleria,Product_250,420ml,Monster,http://example.com/product_456,68489,8501954
457,Vendor_E~Product_402,No Frills,Product_217,421ml,Premium Brand,http://example.com/product_457,17150,7912816
458,Vendor_B~Product_71,Galleria,Product_124,303ml,Premium Brand,http://example.com/product_458,82985,3611060
459,Vendor_D~Product_347,No Frills,Product_490,276ml,Premium Brand,http://example.com/product_459,88283,6164086
460,Vendor_B~Product_71,Voila,Product_482,257ml,Monster,http://example.com/product_460,86963,2945234
461,Vendor_A~Product_36,Walmart,Product_482,448ml,Premium Brand,http://example.com/product_461,54183,7524262
462,Vendor_E~Product_325,Metro,Product_442,407ml,Monster,http://example.com/product_462,35645,1371066
463,Vendor_B~Product_75,Loblaws,Product_165,308ml,Generic Brand,http://example.com/product_463,42342,3948009
464,Vendor_E~Product_383,Voila,Product_362,238ml,Generic Brand,http://example.com/product_464,30052,1104669
465,Vendor_A~Product_283,Metro,Product_194,292ml,Monster,http://example.com/product_465,94858,8674353
466,Vendor_A~Product_479,Loblaws,Product_276,469ml,Generic Brand,http://example.com/product_466,22426,9696600
467,Vendor_B~Product_42,Voila,Product_102,382ml,Monster,http://example.com/product_467,88670,4275201
468,Vendor_D~Product_75,Voila,Product_319,424ml,Premium Brand,http://example.com/product_468,53183,1687826
469,Vendor_B~Product_412,Metro,Product_356,425ml,Generic Brand,http://example.com/product_469,77933,4148873
470,Vendor_A~Product_33,Save On Foods,Product_212,311ml,Monster,http://example.com/product_470,97164,1486237
471,Vendor_A~Product_379,Save On Foods,Product_234,244ml,Generic Brand,http://example.com/product_471,42006,9674988
472,Vendor_A~Product_106,No Frills,Product_468,351ml,Monster,http://example.com/product_472,82943,6341836
473,Vendor_D~Product_32,Voila,Product_296,216ml,Generic Brand,http://example.com/product_473,53029,5716717
474,Vendor_A~Product_249,Metro,Product_117,352ml,Monster,http://example.com/product_474,41910,8282840
475,Vendor_C~Product_343,Save On Foods,Product_242,475ml,Monster,http://example.com/product_475,88185,5627658
476,Vendor_B~Product_85,Voila,Product_272,251ml,Generic Brand,http://example.com/product_476,33056,7997567
477,Vendor_A~Product_300,No Frills,Product_191,319ml,Monster,http://example.com/product_477,59719,5257877
478,Vendor_A~Product_487,Loblaws,Product_258,490ml,Premium Brand,http://example.com/product_478,78360,6118741
479,Vendor_E~Product_190,Loblaws,Product_428,338ml,Monster,http://example.com/product_479,10249,9075910
480,Vendor_E~Product_421,Save On Foods,Product_16,331ml,Generic Brand,http://example.com/product_480,12400,7831863
481,Vendor_D~Product_96,Loblaws,Product_276,443ml,Premium Brand,http://example.com/product_481,45900,3910644
482,Vendor_D~Product_498,Galleria,Product_238,245ml,Premium Brand,http://example.com/product_482,10323,3831983
483,Vendor_D~Product_40,Metro,Product_65,308ml,Generic Brand,http://example.com/product_483,10278,9896059
484,Vendor_E~Product_79,Save On Foods,Product_401,235ml,Premium Brand,http://example.com/product_484,51103,3807751
485,Vendor_D~Product_224,Save On Foods,Product_370,430ml,Monster,http://example.com/product_485,41188,4361113
486,Vendor_A~Product_199,Voila,Product_265,266ml,Generic Brand,http://example.com/product_486,60799,2727460
487,Vendor_C~Product_270,Loblaws,Product_422,318ml,Premium Brand,http://example.com/product_487,93860,5700766
488,Vendor_E~Product_362,Walmart,Product_416,286ml,Premium Brand,http://example.com/product_488,22304,9327222
489,Vendor_D~Product_440,Voila,Product_232,270ml,Premium Brand,http://example.com/product_489,78031,9118239
490,Vendor_B~Product_304,Galleria,Product_232,227ml,Premium Brand,http://example.com/product_490,79254,2655992
491,Vendor_A~Product_89,Voila,Product_89,380ml,Premium Brand,http://example.com/product_491,96292,9067789
492,Vendor_D~Product_259,No Frills,Product_202,361ml,Monster,http://example.com/product_492,83308,6424407
493,Vendor_A~Product_374,Walmart,Product_498,380ml,Monster,http://example.com/product_493,45364,6330486
494,Vendor_C~Product_279,Metro,Product_90,275ml,Monster,http://example.com/product_494,22630,6691541
495,Vendor_A~Product_75,Galleria,Product_432,468ml,Generic Brand,http://example.com/product_495,76633,1976680
496,Vendor_C~Product_317,Galleria,Product_288,339ml,Generic Brand,http://example.com/product_496,37434,2934349
497,Vendor_C~Product_123,Loblaws,Product_19,468ml,Premium Brand,http://example.com/product_497,84332,2357545
498,Vendor_B~Product_351,Galleria,Product_488,323ml,Premium Brand,http://example.com/product_498,94641,7752230
499,Vendor_C~Product_318,Galleria,Product_384,239ml,Premium Brand,http://example.com/product_499,74770,2008994
500,Vendor_D~Product_195,Save On Foods,Product_203,299ml,Premium Brand,http://example.com/product_500,43364,5248828
501,Vendor_B~Product_392,Voila,Product_79,267ml,Generic Brand,http://example.com/product_501,20095,8213105
502,Vendor_A~Product_255,Save On Foods,Product_391,374ml,Premium Brand,http://example.com/product_502,37035,8913064
503,Vendor_E~Product_188,Loblaws,Product_348,375ml,Monster,http://example.com/product_503,61492,4174412
504,Vendor_C~Product_475,Loblaws,Product_387,500ml,Generic Brand,http://example.com/product_504,81406,9428252
505,Vendor_D~Product_347,No Frills,Product_444,349ml,Generic Brand,http://example.com/product_505,27628,8378136
506,Vendor_E~Product_49,Voila,Product_338,262ml,Monster,http://example.com/product_506,29213,9339018
507,Vendor_E~Product_345,Loblaws,Product_307,210ml,Generic Brand,http://example.com/product_507,17524,7512215
508,Vendor_D~Product_284,No Frills,Product_125,433ml,Generic Brand,http://example.com/product_508,53609,9940177
509,Vendor_A~Product_412,Save On Foods,Product_146,288ml,Premium Brand,http://example.com/product_509,39917,8623613
510,Vendor_A~Product_374,Walmart,Product_25,482ml,Generic Brand,http://example.com/product_510,91600,9249600
511,Vendor_D~Product_205,Voila,Product_18,407ml,Generic Brand,http://example.com/product_511,82557,7610767
512,Vendor_C~Product_463,Voila,Product_481,289ml,Generic Brand,http://example.com/product_512,50585,9161581
513,Vendor_E~Product_300,Voila,Product_371,246ml,Generic Brand,http://example.com/product_513,87489,3388370
514,Vendor_B~Product_233,Save On Foods,Product_127,321ml,Generic Brand,http://example.com/product_514,84889,7151532
515,Vendor_A~Product_435,Voila,Product_478,452ml,Generic Brand,http://example.com/product_515,37573,5573756
516,Vendor_D~Product_307,Loblaws,Product_132,234ml,Generic Brand,http://example.com/product_516,63590,4863760
517,Vendor_D~Product_31,No Frills,Product_394,414ml,Premium Brand,http://example.com/product_517,12609,7049056
518,Vendor_D~Product_230,Save On Foods,Product_275,255ml,Generic Brand,http://example.com/product_518,86318,8176186
519,Vendor_C~Product_333,Save On Foods,Product_422,299ml,Monster,http://example.com/product_519,34057,5836551
520,Vendor_B~Product_425,Metro,Product_149,260ml,Monster,http://example.com/product_520,43128,9059448
521,Vendor_B~Product_75,Metro,Product_164,494ml,Monster,http://example.com/product_521,39108,4388164
522,Vendor_C~Product_185,Save On Foods,Product_200,472ml,Premium Brand,http://example.com/product_522,20701,9614049
523,Vendor_E~Product_46,Loblaws,Product_116,345ml,Monster,http://example.com/product_523,51878,5779976
524,Vendor_D~Product_307,No Frills,Product_496,475ml,Monster,http://example.com/product_524,30482,2808712
525,Vendor_C~Product_60,Save On Foods,Product_71,400ml,Premium Brand,http://example.com/product_525,71054,6697537
526,Vendor_C~Product_318,No Frills,Product_33,201ml,Monster,http://example.com/product_526,61899,3387177
527,Vendor_A~Product_373,Galleria,Product_240,289ml,Generic Brand,http://example.com/product_527,88873,8831291
528,Vendor_E~Product_311,Walmart,Product_162,202ml,Monster,http://example.com/product_528,48611,7609831
529,Vendor_E~Product_114,Loblaws,Product_488,268ml,Monster,http://example.com/product_529,67921,4479853
530,Vendor_A~Product_278,Save On Foods,Product_269,349ml,Premium Brand,http://example.com/product_530,92507,2839848
531,Vendor_A~Product_408,Walmart,Product_99,387ml,Generic Brand,http://example.com/product_531,39299,8887646
532,Vendor_A~Product_245,Voila,Product_112,328ml,Monster,http://example.com/product_532,69410,1988494
533,Vendor_E~Product_493,No Frills,Product_109,309ml,Premium Brand,http://example.com/product_533,88793,3158427
534,Vendor_E~Product_12,Metro,Product_32,348ml,Monster,http://example.com/product_534,46098,3108460
535,Vendor_D~Product_371,Voila,Product_268,309ml,Generic Brand,http://example.com/product_535,92735,5352664
536,Vendor_B~Product_44,Loblaws,Product_485,285ml,Monster,http://example.com/product_536,51364,8933149
537,Vendor_B~Product_474,Galleria,Product_260,224ml,Premium Brand,http://example.com/product_537,66230,5408416
538,Vendor_D~Product_404,Metro,Product_217,210ml,Premium Brand,http://example.com/product_538,63930,6122610
539,Vendor_B~Product_356,Metro,Product_240,315ml,Premium Brand,http://example.com/product_539,74206,2390383
540,Vendor_A~Product_317,No Frills,Product_475,418ml,Generic Brand,http://example.com/product_540,44375,8073575
541,Vendor_C~Product_220,Metro,Product_307,208ml,Generic Brand,http://example.com/product_541,69717,6293436
542,Vendor_E~Product_379,Loblaws,Product_332,449ml,Generic Brand,http://example.com/product_542,44329,1316265
543,Vendor_C~Product_464,Loblaws,Product_254,492ml,Premium Brand,http://example.com/product_543,66209,1574913
544,Vendor_A~Product_177,No Frills,Product_368,209ml,Premium Brand,http://example.com/product_544,50763,6500979
545,Vendor_B~Product_172,Save On Foods,Product_385,281ml,Generic Brand,http://example.com/product_545,79454,2151748
